run,Scenario,Version,World,Regionalisation,aftParamId,ThresholdTimberGlobal,ThresholdCerealGlobal,ThresholdMeatGlobal,ThresholdRecreationGlobal,ThresholdTimberRegional,ThresholdCerealRegional,ThresholdMeatRegional,ThresholdRecreationRegional,FactorCerealGlobal,FactorMeatGlobal,FactorTimberGlobal,FactorCerealRegional,FactorMeatRegional,FactorTimberRegional,GlobalInstNoise,InstitutionNoise,GlobalIntNoiseMean,RegionalIntNoiseMean,GlobalInstActionRT,RegionalInstActionRT,MonitorDelay,MonitorDelayRegion,PACconsiderGlobal,PACconsiderRegional,GlobalInstitutions_xml,BT_xml,GlobalInstBT,frPas,Insititutions_xml,RegionCsvFile,DemandFolder,Agent_xml,Competition_xml,Allocation_xml,Allocation_percentageCell,Allocation_percentageTakeovers,SocialNetwork_xml,LARAmodel_xml,allocprob,pathToData
452,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
453,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
454,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.08,0.08,0.08,0.08,0.08,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
455,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
456,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.2,0.2,0.2,0.2,0.2,0.2,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
457,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.3,0.3,0.3,0.3,0.3,0.3,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
458,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
459,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
460,B1,_setA/_RegGlobMax,WorldX,1,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesG.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasE.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/1.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
462,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.071,0.071,0.071,0.071,0.071,0.071,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
463,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0.05,0.0.05,0.0.05,0.0.05,0.0.05,0.0.05,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
464,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.077,0.077,0.077,0.077,0.077,0.077,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
465,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.083,0.083,0.083,0.083,0.083,0.083,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
466,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.086,0.086,0.086,0.086,0.086,0.086,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
467,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.089,0.089,0.089,0.089,0.089,0.089,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
470,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.27,0.27,0.27,0.27,0.27,0.27,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
471,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.28,0.28,0.28,0.28,0.28,0.28,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
472,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.29,0.29,0.29,0.29,0.29,0.29,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
473,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.31,0.31,0.31,0.31,0.31,0.31,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
474,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.32,0.32,0.32,0.32,0.32,0.32,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
475,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.33,0.33,0.33,0.33,0.33,0.33,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
477,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.31,0.31,0.31,0.31,0.31,0.31,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom0.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
478,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.31,0.31,0.31,0.31,0.31,0.31,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom1.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
479,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.31,0.31,0.31,0.31,0.31,0.31,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/allocation/GiveUpGiveInAllocationRandom15.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
480,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_09.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
481,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_09.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
482,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_10.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
483,B1,_setA/_RegGlobMax,WorldX,3,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
484,B1,_setA/_RegGlobMax,WorldX,3,2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/..//agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
485,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
489,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
490,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
491,B1,_setA/_RegGlobMax,WorldX,3,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.2,0.2,0.2,0.2,0.2,0.2,0,0,1,1,2,2,0,1,0.05,0.05,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesH.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesI.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasI.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand05,/agents/FunctionalRoles_hetero.xml,/../_BLwX//competition/Competition_linear_11.xml,/allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
